,77470,76430,76500,76900,161530,161580,161680,162420,162450,162890,163100,164290,164050,77650,77800,77610,165600,165460,165200,604900,603900,604020,603600,607150,6155A,6325O,7031,8025,8019,8416Y,8414A,8500A,9981A,0016A,76,0200E,B893,B228,B278
2008-08-03,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-08-04,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,1.0,1.0,,,
2008-08-05,,1.0,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,1.0,1.0,,,,1.0,1.0,1.0,,
2008-08-06,,,1.0,,,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,1.0,1.0,,
2008-08-07,,,,,,,,,,,,1.0,,1.0,,,1.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,
2008-08-08,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
2008-08-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
2008-08-12,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,
2008-08-13,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,
2008-08-14,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,
2008-08-15,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-08-28,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,
2008-08-29,1.0,,,,,1.0,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,
2008-08-30,1.0,,,,,1.0,,1.0,1.0,,,,,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,1.0,,,
2008-08-31,,,,,,1.0,,1.0,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
2008-09-01,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-09-04,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-09-05,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-09-06,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-09-07,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-09-08,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-09-09,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-09-10,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-09-11,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
2009-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,
2009-06-03,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,
2009-06-12,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,
2009-06-13,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0
2009-06-14,,,,,,,1.0,1.0,,,,,,1.0,1.0,1.0,,,,,,,,,,1.0,1.0,1.0,,,,,,,,1.0,1.0,1.0,1.0
2009-06-15,,,1.0,,,1.0,1.0,1.0,,,1.0,,,1.0,1.0,1.0,,,,,,,1.0,,,,,,,,,,,,,1.0,1.0,1.0,1.0
2009-06-16,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,,,,1.0,,,,,,,,,,,,,1.0,1.0,1.0,1.0
2009-06-17,,1.0,1.0,,,,,,1.0,1.0,1.0,1.0,,,,1.0,,1.0,,,,,1.0,,,,,,1.0,,,,,,1.0,1.0,1.0,1.0,
2009-06-18,,1.0,1.0,,,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,,1.0,,1.0,,,,,,,,,,1.0,,,,,,,1.0,1.0,1.0,1.0,1.0
2009-06-19,,,,,,1.0,1.0,1.0,,,,,,,,1.0,,1.0,,,,,,,,,,1.0,,,,,,,,1.0,1.0,1.0,1.0
2009-06-23,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
2009-06-24,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,
2009-06-25,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,
2009-06-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,
2009-06-28,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-06-29,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,1.0,1.0,,
2009-06-30,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0
2009-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0
2009-07-02,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,1.0,,,,,,,1.0,,1.0,1.0,1.0,1.0,1.0
2009-07-03,,1.0,,,,,,,,,,,,,,,1.0,1.0,,,,,,,1.0,1.0,,,,,,,,,1.0,1.0,1.0,1.0,1.0
2009-07-04,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,1.0,1.0,1.0,,
2009-07-05,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,1.0,,
2009-07-06,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,
2009-07-13,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
2009-07-14,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
2009-07-15,,,,,,1.0,,,,1.0,1.0,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,
2009-07-16,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
2009-07-17,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-07-21,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,
2009-07-22,,,,,,,,,,,,,,,,1.0,,,,,1.0,,1.0,,,,,,,,,,,,,,,,
2009-07-23,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,1.0,1.0,1.0,,,,1.0,,,,,,,
2009-07-24,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,1.0,1.0,1.0,,,,1.0,,,,,,,1.0
2009-07-25,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
2009-08-12,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
2009-08-13,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,
2009-08-14,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,1.0,1.0
2009-08-15,,,,,,,,1.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,1.0,1.0,1.0,,1.0,1.0
2009-08-16,1.0,1.0,1.0,,,1.0,,1.0,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,1.0,,1.0,1.0
2009-08-17,,,1.0,,,1.0,,,1.0,,,,,1.0,,1.0,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0
2009-08-18,,,1.0,,,1.0,1.0,1.0,1.0,,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0
2009-08-19,1.0,1.0,,,,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,,1.0,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2009-08-20,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2009-08-21,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2009-08-22,,1.0,,,,,,,,,1.0,1.0,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,1.0,1.0,,,,1.0,1.0,1.0
2009-08-23,,1.0,,,,,,,,,1.0,1.0,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,1.0,,,,1.0,1.0,1.0
2009-08-24,,,,,,1.0,,,1.0,,,1.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0
2009-08-25,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
2009-08-26,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-08-27,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,
2009-08-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,
2009-08-31,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-09-01,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
2009-09-02,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
2009-09-03,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-09-07,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-06-04,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-06-09,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-06-10,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-06-11,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-06-12,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-06-13,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-06-16,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-06-17,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-06-18,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-06-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,
2010-06-28,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,
2010-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,
2010-06-30,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,
2010-07-01,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
2010-07-02,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-07-03,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-07-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
2010-07-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,
2010-07-07,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,
2010-07-08,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,
2010-07-09,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-07-10,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-07-11,,,,,,1.0,,,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,
2010-07-12,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
2010-07-13,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,
2010-07-14,,,,1.0,,,1.0,1.0,,,,1.0,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,
2010-07-15,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,
2010-07-16,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,
2010-07-17,,,,,,,1.0,1.0,1.0,,1.0,1.0,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,
2010-07-18,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
2010-07-19,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-08-20,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-08-21,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,
2010-08-22,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,
2010-08-23,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
2010-08-24,,,,,,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,
2010-08-25,1.0,,,,,,,1.0,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,1.0,,1.0,1.0,,,
2010-08-26,1.0,,,,,,,1.0,,,,1.0,,,,,1.0,1.0,,,,,,,1.0,1.0,,,,,,,,,1.0,1.0,,,
2010-08-27,,,,,,,,1.0,,,,,,,,,1.0,1.0,,,,,,,1.0,1.0,,,,,,,,,,1.0,,,
2010-08-28,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
2011-06-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
2011-06-16,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,
2011-06-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
2011-06-18,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
2011-06-22,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-06-23,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-06-25,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-06-26,,,,,,,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
2011-06-27,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-06-28,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-06-29,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
2011-07-04,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,
2011-07-05,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,
2011-07-06,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,1.0,,,,,,,,
2011-07-07,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,1.0,,,,,,,,
2011-07-08,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,
2011-07-09,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
2011-07-10,,,,,,,,,,1.0,1.0,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,
2011-07-11,,,,,,,,,,1.0,1.0,1.0,1.0,,1.0,,,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,
2011-07-12,,,,,,1.0,,,,1.0,1.0,1.0,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,
2011-07-13,,,,,,1.0,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-07-14,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-08-06,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,
2011-08-07,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,
2011-08-08,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
2011-08-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0
2011-08-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,1.0
2011-08-19,,,,,,,,,1.0,,1.0,1.0,,,,1.0,,,,,,,,,,,,1.0,1.0,,,,1.0,,,1.0,,1.0,1.0
2011-08-20,1.0,,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2011-08-21,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2011-08-22,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0
2011-08-23,,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,1.0,,1.0,,,1.0,,,
2011-08-24,,,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,1.0,1.0,,,,,,,1.0,,,
2011-08-25,,,,1.0,,1.0,1.0,1.0,,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,1.0,1.0,,,,,,,,,,
2011-08-26,,,,,,,1.0,1.0,1.0,,,,,1.0,1.0,1.0,1.0,,1.0,,,,,,1.0,,,1.0,,,,,,,,,,,
2011-08-27,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-08-31,,,,,,,,,,,,1.0,,,,1.0,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,
2011-09-01,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
2011-09-02,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-06-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,
2012-06-06,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,1.0,1.0,1.0,,
2012-06-07,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,1.0,,,,
2012-06-10,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
2012-06-11,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
2012-06-15,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-06-16,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
2012-06-17,,,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,
2012-06-18,,,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
2012-06-19,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
2012-06-20,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0
2012-06-21,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,1.0,,,,,,,,,1.0,,,,,,,,,1.0,1.0,1.0,1.0,1.0
2012-06-22,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,,1.0,1.0
2012-06-23,,1.0,,,,,1.0,1.0,1.0,,1.0,1.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,1.0
2012-06-24,,,,,,,1.0,1.0,1.0,,,1.0,,,,1.0,1.0,1.0,,,,,,,,1.0,,,,,,,1.0,1.0,1.0,1.0,,,1.0
2012-06-25,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2012-06-26,,,,,,1.0,1.0,1.0,1.0,,1.0,,,1.0,,,1.0,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2012-06-27,1.0,1.0,,,,,,,1.0,,1.0,,,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0
2012-06-28,,,,,,,1.0,1.0,1.0,,1.0,,,1.0,,,1.0,1.0,,,,,,,,1.0,,,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2012-06-29,,,,,,1.0,1.0,1.0,1.0,,1.0,,,1.0,1.0,1.0,1.0,1.0,,,,,,1.0,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,
2012-06-30,,,,,,1.0,1.0,1.0,1.0,,1.0,,,1.0,1.0,1.0,1.0,1.0,,,,,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,
2012-07-01,,,,,,1.0,1.0,1.0,,,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
2012-07-02,,,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-07-03,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-07-04,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-07-05,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-07-07,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
2012-07-08,,,,,,,,1.0,1.0,1.0,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
2012-07-09,,,,,,,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,
2012-07-10,,,,,,,,1.0,1.0,1.0,1.0,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,
2012-07-11,,,,,,,,,,1.0,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
2012-07-12,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-07-13,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-07-14,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-07-15,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-07-18,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
2012-07-19,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
2012-07-20,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
2012-08-02,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
2012-08-03,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,
2012-08-04,,,,,,,,,,1.0,,,1.0,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,
2012-08-05,,,,,,,,,1.0,1.0,1.0,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,
2012-08-06,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-08-07,,,,,,,1.0,1.0,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
2012-08-08,1.0,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,1.0,1.0
2012-08-09,1.0,,,,,,1.0,1.0,1.0,,,,,,,,1.0,1.0,,,,,,,,1.0,,,1.0,,,1.0,1.0,,1.0,,,,
2012-08-10,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,1.0,,,,,,,1.0,,1.0,1.0,1.0,1.0,1.0
2012-08-11,,1.0,,,,,,1.0,,,,,,,,,1.0,,,,1.0,,,,,1.0,,1.0,,,,,1.0,,1.0,1.0,1.0,1.0,1.0
2012-08-12,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,1.0
2012-08-15,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,
2012-08-16,,,,,,,,,,,,1.0,,,,,1.0,1.0,,,,,,,1.0,1.0,1.0,,,1.0,,,,,,1.0,,1.0,1.0
2012-08-17,,,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,1.0,,1.0,1.0,,,,,,,,,,1.0,1.0,,,,,,1.0,1.0,,1.0,1.0
2012-08-18,,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0
2012-08-19,,,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,,,,,1.0,1.0,1.0,,,,,,1.0,1.0,1.0,1.0,,,1.0
2012-08-20,,1.0,1.0,,,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0
2012-08-21,,1.0,1.0,,,,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,,,,,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0
2012-08-22,,1.0,1.0,,,1.0,1.0,1.0,,,1.0,1.0,,1.0,,,,1.0,,,,,,,,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,
