,77470,76430,76500,76900,161530,161580,161680,162420,162450,162890,163100,164290,164050,77650,77800,77610,165600,165460,165200,604900,603900,604020,603600,607150,6155A,6325O,7031,8025,8019,8416Y,8414A,8500A,9981A,0016A,76,0200E,B893,B228,B278
1998-07-25,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-07-26,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-08-01,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-08-02,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-08-03,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-08-04,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-08-07,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-08-08,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-08-09,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,1.0,,1.0,1.0
1998-08-10,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0
1998-08-11,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0
1998-08-12,,,,1.0,1.0,,,,1.0,1.0,,,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0
1998-08-13,,,,1.0,,1.0,,,,,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,1.0,,,
1998-08-14,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,1.0,,,
1998-08-15,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,1.0,,,
1998-08-16,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,1.0,1.0,,,
1998-08-17,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
1998-08-18,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
1998-08-19,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
1998-08-20,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
1998-08-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
1998-08-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
1998-08-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
1998-08-24,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,
1998-08-25,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
1998-08-26,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
1998-08-27,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
1998-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
1999-06-01,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-06-02,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-06-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,
1999-06-04,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
1999-06-07,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-06-08,,,,,,,,,,,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
1999-06-09,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-06-10,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-07-02,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,
1999-07-03,,,,,,,,,,,,,,1.0,,1.0,,,,,,,1.0,,,1.0,,,,,1.0,,,,,,,,
1999-07-04,,,,1.0,,,,,,,,,,1.0,,1.0,,,1.0,,,,1.0,,,1.0,,,,,,,,,,,,,
1999-07-05,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,
1999-08-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
1999-08-07,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,
1999-08-08,,,,,,,,,,1.0,1.0,1.0,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,
1999-08-09,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,1.0,,
1999-08-10,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,
1999-08-11,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-08-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,
1999-08-17,,,,,,,,,,,1.0,,,,,,1.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,
1999-08-18,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,
1999-08-19,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-08-20,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-08-21,,,,,,,,,,,1.0,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
1999-08-22,,,,,,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
1999-08-23,,,,,,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
1999-08-24,,,,,,,,,,,,1.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,1.0,,
1999-08-25,,,,,,,,,,,,1.0,,,,1.0,1.0,1.0,,,,,1.0,1.0,,,,,,,,,,,,,1.0,,
1999-08-26,,,,,,,,,1.0,,,1.0,,,,1.0,1.0,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,
1999-08-27,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,1.0,,1.0,,,,1.0,1.0,,,,,,,,1.0,,
1999-08-28,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,1.0,,,,,,,,,1.0,,
1999-09-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
2000-06-01,,,,,1.0,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,
2000-06-02,,,1.0,,,1.0,1.0,,,1.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,
2000-06-03,,,1.0,,,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,
2000-06-04,,,1.0,,,1.0,,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,
2000-06-05,,,,1.0,,1.0,,1.0,1.0,1.0,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,
2000-06-06,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-06-08,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-06-09,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-06-15,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,
2000-06-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,
2000-06-17,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,
2000-06-18,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,
2000-06-19,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-06-20,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
2000-06-21,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
2000-06-22,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
2000-06-23,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
2000-06-26,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
2000-06-27,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
2000-06-28,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
2000-07-01,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,1.0,1.0
2000-07-02,,,,,,,,,1.0,,,,,1.0,,1.0,,,,,,,1.0,1.0,,,1.0,1.0,,,,,,,,,,1.0,1.0
2000-07-03,,,,,,,,,1.0,1.0,1.0,,,1.0,,1.0,1.0,,,,,,1.0,1.0,,1.0,1.0,1.0,,,,,,,,,,,
2000-07-04,,,,,,,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,,,,,,,1.0,,,1.0,1.0,,,,,,,,,,,
2000-07-05,,,,,,,,,,1.0,1.0,1.0,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
2000-07-06,,,,,,,,,,,1.0,1.0,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,
2000-07-07,,,,,,,,,,,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
2000-07-08,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-07-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,
2000-07-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,
2000-07-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,
2000-08-14,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,
2000-08-15,,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,1.0,,,
2000-08-16,,1.0,1.0,,,,1.0,1.0,1.0,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,1.0,1.0,,,
2000-08-17,1.0,,,,,,1.0,1.0,1.0,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,1.0,1.0,,,
2000-08-18,,,,,,1.0,,1.0,1.0,,,,,1.0,,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,
2000-08-19,,,,,,1.0,,1.0,1.0,,,,1.0,,,1.0,,,,,,,1.0,,,,,,1.0,,,,,,,1.0,,,
2000-08-20,,,,,,1.0,,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,1.0,,,,,,,,
2000-08-21,,,,,,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,,,,1.0,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,
2000-08-22,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,,
2000-08-23,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
2000-08-24,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,1.0,1.0,,
2000-08-25,,,,,,,1.0,1.0,,,1.0,1.0,,,,1.0,1.0,1.0,,,,,,1.0,,,,,,,,,,1.0,1.0,1.0,1.0,,
2000-08-26,,,,,,,1.0,1.0,,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,
2000-08-27,,,,,,,,,,1.0,1.0,1.0,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,
2000-08-28,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-08-29,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-06-08,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
2001-06-09,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
2001-06-10,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
2001-06-11,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-06-12,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-06-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
2001-06-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
2001-06-21,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,1.0,,,
2001-06-22,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,,1.0,1.0
2001-06-23,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,,,,,,1.0,1.0,,,1.0,,1.0,
2001-06-24,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,,,
2001-06-25,,,,,1.0,1.0,,1.0,1.0,,,,,1.0,,1.0,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,,1.0,1.0
2001-06-26,,,,,1.0,1.0,,1.0,1.0,,,,,1.0,,1.0,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0
2001-06-27,,,,1.0,1.0,1.0,,1.0,1.0,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,
2001-06-29,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-06-30,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
2001-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,
2001-07-02,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,
2001-07-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,
2001-07-30,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0
2001-07-31,,1.0,,1.0,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,1.0,1.0,,1.0,1.0
2001-08-01,1.0,1.0,,,,1.0,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,1.0
2001-08-02,,,,,1.0,1.0,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,1.0,1.0,,,
2001-08-03,,,,,,1.0,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
2001-08-04,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
2001-08-22,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-08-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,
2001-08-24,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,1.0
2001-08-25,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,1.0
2001-08-26,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0
2001-08-27,,,1.0,1.0,,,,1.0,,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2001-08-28,1.0,1.0,,,,,,1.0,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2001-08-29,,,1.0,,,,,1.0,,,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,1.0,1.0,,,,,1.0,1.0,1.0
2001-08-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0
2002-06-01,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
2002-06-02,,,,,,,,,,,,,,1.0,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,
2002-06-03,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
2002-06-04,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
2002-06-13,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,
2002-06-14,,,,,,,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,
2002-06-15,,,,,,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,
2002-06-16,,,,1.0,,1.0,1.0,1.0,,,,1.0,,1.0,1.0,1.0,1.0,1.0,,,,,,,,1.0,,,,,,,,,,1.0,1.0,1.0,1.0
2002-06-17,,,1.0,1.0,,1.0,1.0,1.0,,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,,,,,,1.0,,,,,,,,,1.0,1.0,1.0,1.0,1.0
2002-06-18,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,,,1.0,,,,,1.0,,,,,,,,,1.0,1.0,1.0,1.0,1.0
2002-06-19,,1.0,,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,,,,,,1.0,,,,,,,,,1.0,1.0,1.0,1.0,
2002-06-20,,,1.0,1.0,,1.0,1.0,1.0,,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,1.0,,,,,,,,1.0,,,
2002-06-21,,,,,,1.0,1.0,1.0,,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,1.0,,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0
2002-06-22,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2002-06-23,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,1.0,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,
2002-06-24,,,,1.0,,1.0,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,
2002-06-25,,,,,,,,,,,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,
2002-06-26,,1.0,1.0,,,,,1.0,,,1.0,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,
2002-06-27,,,,,,1.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,,
2002-08-03,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
2002-08-04,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,
2002-08-05,,,,,,,,,,,,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
2003-06-02,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,
2003-06-03,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
2003-06-04,,,,,,,,1.0,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
2003-06-05,,,,,,1.0,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
2003-06-06,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
2003-06-07,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,
2003-06-08,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,
2003-06-09,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,
2003-06-10,,,1.0,,,1.0,1.0,,1.0,,,,,1.0,1.0,,,1.0,,,,,,,,1.0,,,,,,,,,1.0,1.0,,1.0,1.0
2003-06-11,,,,,,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,,,,,,1.0,1.0,,,,,,,,,1.0,,1.0,1.0
2003-06-12,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,,1.0,1.0,1.0,,,,1.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0
2003-06-13,,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0
2003-06-14,,1.0,1.0,,,1.0,,,,,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,1.0,1.0
2003-06-15,,,,,,,,,,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,1.0,,,,,
2003-06-16,,,,,,,,,,,1.0,1.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,1.0,,,
2003-06-17,,,,,,,,,,,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,1.0
2003-06-18,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0
2003-06-19,,,,,1.0,,1.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,
2003-06-20,,,,,1.0,1.0,1.0,1.0,,1.0,1.0,,,1.0,,1.0,1.0,1.0,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0
2003-06-21,,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0
2003-06-22,,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0
2003-06-23,,,1.0,,,,,,,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,,,,,1.0,1.0,,,,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,,1.0,
2003-06-24,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,,,,,,,1.0,1.0,,1.0,1.0,1.0,,,,,,1.0,1.0,1.0,,1.0,
2003-06-25,,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,1.0,,1.0,1.0
2003-06-26,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,,,,,1.0,1.0,,,,,,,,,,,,1.0,,,1.0
2003-06-27,,,,,,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,
2003-06-28,,1.0,,,,,,,1.0,1.0,1.0,,,,,1.0,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,
2003-06-29,,,,,,,,,,1.0,1.0,,,1.0,1.0,,,,,,,,,1.0,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,
2003-06-30,,,,,,1.0,1.0,1.0,1.0,,1.0,1.0,,,,1.0,1.0,,,,,,,1.0,,,1.0,1.0,,,,,,,1.0,,,,
2003-07-01,,,,,,,1.0,1.0,,,1.0,,,,,1.0,1.0,,,,,,,,,,1.0,1.0,,,,1.0,,,,,,,
2003-07-02,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,1.0,1.0,,,1.0,,,,,,,,
2003-07-07,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
2003-07-08,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,1.0,1.0,1.0
2003-07-09,,1.0,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,1.0,1.0,,1.0,,1.0,,,,,1.0,1.0,1.0
2003-07-10,1.0,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,1.0,,1.0,,1.0,,,1.0,1.0,1.0,1.0,1.0
2003-07-11,,1.0,,,,,,,,,,,,1.0,,,1.0,1.0,,,,,,,,,1.0,1.0,1.0,1.0,,1.0,,,1.0,1.0,1.0,1.0,1.0
2003-07-12,1.0,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,1.0,,,1.0,,,,1.0,1.0,1.0,
2003-07-13,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,1.0,,,,,,1.0,1.0,1.0,1.0,1.0
2003-07-14,,,,,,1.0,,,,,,,,1.0,1.0,1.0,,1.0,,,,,,1.0,,,,,,,,,,,,,,,
2003-07-15,,,,,,,,,,,,,1.0,1.0,,1.0,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,1.0,,
2003-07-16,,,,1.0,,,,,,,,1.0,,,,1.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,,
2003-07-17,,,,,,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
2003-07-18,,,,1.0,,1.0,1.0,,,,,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,1.0,,
2003-07-19,,,,1.0,,1.0,1.0,,,,,,,1.0,,,,,,,,,,,,1.0,,1.0,1.0,,,,,,,,1.0,,
2003-07-20,,,,1.0,,1.0,1.0,,,,,,,1.0,1.0,1.0,,,,,,,,,1.0,1.0,,1.0,1.0,,,,,,,,1.0,1.0,
2003-07-21,,,,1.0,,1.0,,,,,,,,1.0,1.0,1.0,,,,,,,,,1.0,,,1.0,1.0,,,,,,1.0,,1.0,1.0,1.0
2003-07-22,,,,,1.0,1.0,,,,,1.0,,,1.0,,1.0,,,,,,,,,1.0,,,,,,,,,,,,1.0,1.0,
2003-07-23,,,,,,1.0,,,,,1.0,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
2003-07-24,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
