time,77470,76430,76500,76900,161530,161680,162420,162450,162890,163100,164290,164050,77650,77800,77610,165600,165460,165200,604900,603900,604020,603600,607150,6155A,6325O,7031,8019,8025,8414A,8416,8500A,9981A,0016A,76,0200E,B893,B278,B228,B954
2014-09-10,C,CE,CE,CE,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
2014-09-11,CNE,CNE,CNE,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,ANE,C,C,C,C,C,C,C,N,NW,C,C,C,C,C,C,C,C,C,C,C
2014-09-12,NE,CNE,CNE,CNE,CNE,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
2014-09-13,C,CE,CE,CE,CNE,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
2014-09-14,C,CSE,CE,CSE,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
2014-09-15,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
2014-09-16,C,S,SE,S,C,C,C,C,C,C,C,C,SE,SE,SE,C,C,C,A,C,C,C,C,SW,C,C,C,SW,SW,SW,SW,S,S,S,S,AS,C,C,C
2014-09-17,S,S,S,S,S,SE,SE,SE,C,ASE,C,C,S,S,S,C,C,S,C,C,C,C,C,W,C,C,C,W,C,C,SW,SW,SW,S,S,S,C,C,C
2014-09-19,C,S,S,S,C,S,S,S,AS,AS,S,S,S,S,S,C,C,S,C,C,C,C,S,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
2014-09-20,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
2014-09-21,C,N,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
2014-09-22,NE,NE,NE,NE,NE,CNE,CNE,CNE,C,C,C,C,NE,C,NE,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,CNE,CNE,CNE,C,C,C,C
2014-09-23,CNE,E,E,E,E,C,C,C,C,C,C,C,C,C,C,CNE,CNE,CNE,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
2014-09-24,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
2014-09-25,NE,NE,NE,ANE,NE,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,NE,NE,C,C,C,C
2014-09-26,A,ANE,ANE,A,A,NE,NE,NE,NE,NE,C,C,AE,ANE,AE,ANE,ANE,ANE,E,E,E,A,C,C,A,A,A,A,A,A,AE,AE,AE,AE,AE,A,A,A,A
2014-09-27,ASE,A,ASE,ASE,A,AE,ANE,ANE,ANE,ANE,ANE,ANE,AE,AE,AE,A,A,A,E,SE,SE,A,A,C,A,A,A,A,A,A,A,A,A,ASE,ASE,A,A,A,A
2014-09-28,A,S,S,S,AS,A,A,A,A,A,AE,AE,ASE,ASE,ASE,ASE,ASE,ASE,C,SE,SE,SE,SE,A,A,C,C,A,A,A,A,A,A,A,A,A,AS,AS,C
2014-09-29,A,A,A,S,A,A,A,A,A,A,ASE,ASE,AS,AS,S,A,A,A,E,SE,SE,SE,SE,A,A,A,A,A,A,A,A,A,ASE,ASE,ASE,AS,ASE,ASE,A
2014-09-30,ANE,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,SE,A,A,A,A,E,E,A,A,A,A,A,A,A,A,A,A,A,A,A,A
2014-10-01,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,SE,A,A,A,A,SE,CSE,SE,A,A,SE,SE,E,A,A,E,E,ANE,A,A,A
2014-10-02,A,NE,NE,E,E,CE,C,CE,C,C,C,C,E,E,E,A,A,CNE,CE,A,A,A,A,CSE,CSE,CE,A,A,E,E,E,A,A,E,E,A,A,A,A
2014-10-03,A,A,A,A,E,CE,CE,CE,CE,CE,C,C,E,E,E,CNE,CNE,CNE,C,C,C,C,C,A,A,A,A,A,A,A,A,A,A,A,A,C,A,A,C
2014-10-04,C,C,C,C,C,C,C,C,E,SE,C,CE,C,C,C,CNE,CNE,CNE,C,C,C,CNE,CNE,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
2014-10-05,C,C,C,C,C,C,C,C,CE,SE,C,C,C,C,C,CNE,CNE,CNE,C,C,C,C,CNE,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
2014-12-26,N,N,N,NE,NE,NE,CNE,CNE,C,C,C,C,NE,N,NE,N,N,N,ANE,N,N,N,N,A,ANE,ANE,ANE,ANE,A,A,A,AN,AN,N,N,N,N,N,N
2014-12-27,NW,CNW,CNW,CW,C,CW,CW,CW,CW,C,NW,W,CW,W,W,NW,NW,NW,ANW,NW,NW,NW,NW,ANW,ANW,NW,NW,NW,NW,NW,NW,NW,NW,NW,NW,NW,NW,NW,NW
2014-12-28,C,CNE,CNE,CNE,CNE,C,C,C,C,C,C,C,C,C,C,C,C,C,N,CNW,CNW,CNW,CNW,N,N,N,N,N,N,N,C,C,C,C,C,C,C,C,C
2014-12-29,NE,NE,NE,NE,NE,NE,NE,NE,CNE,C,C,C,NE,NE,NE,NE,NE,NE,NE,NE,NE,C,CNE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE
2014-12-30,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,CNE,CNE,NE,NE,NE,NE,NE,NE,A,N,N,N,C,ASE,AE,E,NE,NE,ANE,ANE,ANE,ANE,NE,NE,NE,NE,NE,NE,NE
2014-12-31,NE,NE,NE,NE,NE,E,NE,NE,NE,E,C,C,NE,NE,NE,CNE,CNE,NE,A,N,N,C,C,A,A,A,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,N
2015-01-01,A,A,A,A,A,NE,NE,NE,NE,E,CNE,CNE,NE,NE,NE,NE,NE,NE,A,ANE,NE,N,NE,AE,AE,AE,AE,AE,A,A,A,A,A,A,A,NE,NE,NE,ANE
2015-01-02,A,A,A,A,A,AN,ANE,NE,NE,NE,N,N,AN,N,AN,N,N,N,A,A,AN,N,N,ASE,A,A,A,A,A,A,A,A,A,A,A,AN,AN,AN,AN
2015-01-03,NW,NW,NW,NW,NW,NW,NW,NW,NW,NW,NW,NW,NW,NW,NW,NW,NW,NW,A,ANW,ANW,NW,NW,A,A,A,A,A,A,A,A,A,ANW,NW,NW,NW,NW,NW,ANW
2015-01-04,N,NE,NE,NE,NE,N,C,C,C,C,NW,CNW,N,N,N,N,N,N,A,NW,NW,NW,NW,A,A,A,A,A,A,A,A,A,N,N,N,N,N,N,N
2015-01-05,A,A,A,A,A,ANE,ANE,ANE,N,N,N,N,A,ANE,A,ANE,ANE,ANE,A,A,A,A,N,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
2015-01-06,A,A,A,A,A,A,A,A,A,N,NW,N,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
2015-01-07,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
2015-01-08,A,ANW,ANW,ANW,ANW,A,A,A,A,A,A,A,A,ANW,ANW,AN,AN,A,A,A,A,A,A,AE,AE,A,A,A,A,A,A,A,A,A,A,A,A,A,A
2015-01-09,ANW,ANW,ANW,ANW,ANW,NW,ANW,ANW,W,AW,NW,NW,ANW,ANW,ANW,ANW,ANW,ANW,ASE,A,A,ANW,NW,ASE,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
2015-01-11,N,N,AN,AN,N,N,N,N,CNW,CW,NW,NW,N,N,N,N,N,N,A,A,NW,NW,NW,A,A,A,A,A,AN,AN,ANE,ANE,AN,AN,AN,N,N,N,N
2015-01-12,A,A,A,A,A,A,A,A,AN,AN,AN,AN,A,A,A,A,A,A,ASE,A,A,A,AN,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
2015-01-13,AW,SW,ASW,ASW,ASW,A,A,A,A,A,A,A,ASW,A,ASW,A,A,A,AS,ASW,ASW,ASW,A,A,ASW,AW,ASW,ASW,ASW,ASW,ASW,ASW,AW,AW,AW,A,A,A,ASW
2015-01-14,AW,AW,A,AW,A,AW,ANW,ANW,ANW,A,A,A,AW,A,A,A,A,A,A,AW,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
2015-01-15,SW,SW,SW,SW,ASW,ASW,A,A,A,A,A,A,ASW,ASW,ASW,ASW,ASW,ASW,A,SW,ASW,ASW,AW,W,W,W,W,W,W,W,W,W,W,SW,SW,ASW,ASW,ASW,ASW
2015-01-16,CW,CW,SW,SW,SW,SW,SW,SW,SW,ASW,SW,SW,SW,SW,SW,SW,SW,SW,C,CW,SW,SW,SW,NW,NW,NW,NW,NW,NW,NW,W,W,CW,CW,CW,SW,W,W,W
2015-01-17,NW,NW,NW,NW,NW,CW,SW,W,SW,SW,SW,SW,CNW,NW,NW,CNW,CNW,CNW,ANE,A,A,A,C,A,AN,AN,ANW,ANW,ANW,ANW,ANW,ANW,ANW,ANW,ANW,NW,NW,NW,NW
2015-01-18,CSW,C,C,C,C,C,C,C,C,S,C,CSW,C,C,C,C,C,C,C,C,C,CNW,C,CSW,CSW,SW,SW,SW,CSW,CSW,CSW,CSW,SW,SW,SW,C,C,C,C
2015-01-19,CNE,C,CSE,CSE,CSE,C,C,C,C,C,C,C,CSE,C,CSE,C,C,C,C,C,C,C,CSW,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
2015-01-20,C,C,CNE,C,C,C,C,C,C,CS,C,C,C,C,C,C,C,C,NW,C,C,C,C,NW,NW,CNW,CNW,CNW,C,C,C,C,C,C,C,C,C,C,C
2015-01-21,C,C,C,C,C,C,C,C,C,CS,CSW,CSW,C,C,C,C,C,C,NW,CW,C,C,CSW,NW,NW,NW,NW,NW,CNW,CNW,CNW,C,C,C,C,C,C,C,CNW
2015-01-22,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,N,C,C,C,C,N,N,N,N,N,C,C,C,C,C,C,C,C,C,C,C
2015-01-23,NE,NE,NE,NE,NE,C,C,C,C,C,C,C,CNE,CNE,CNE,C,C,C,N,N,CNW,CNW,CNW,N,N,N,N,N,N,N,N,N,N,NE,NE,C,N,N,N
2015-01-24,N,NE,NE,NE,NE,C,C,C,C,C,C,C,CNE,CNE,CNE,C,C,C,N,N,N,CNW,C,A,N,N,N,N,N,N,NE,N,N,N,N,N,N,N,N
2015-01-25,NE,NE,NE,NE,NE,CNE,C,C,C,C,C,C,NE,NE,NE,CNE,CNE,CNE,C,C,C,C,C,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,N,N,N,N
2015-01-27,N,N,N,N,N,CNE,C,C,C,C,C,C,N,N,N,C,C,C,A,N,NW,NW,C,N,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2015-01-28,AN,ANW,AN,A,AN,NE,NE,NE,CNE,C,C,C,N,N,N,N,N,N,A,N,N,N,N,N,AN,AN,AN,AN,AN,AN,AN,A,A,AN,AN,N,N,N,N
2015-01-29,NW,W,W,W,W,W,W,W,W,W,NW,NW,W,W,W,W,W,W,ANW,W,W,W,NW,ANW,NW,NW,NW,NW,NW,NW,NW,NW,NW,NW,NW,W,NW,NW,NW
2015-01-30,CNW,CNW,CNW,CNW,CNW,C,CW,CW,CW,CW,W,W,CW,CW,CW,CW,CW,CW,NW,W,W,W,W,NW,NW,NW,NW,NW,NW,NW,NW,NW,NW,CNW,CNW,NW,NW,NW,NW
2015-01-31,CNW,C,C,C,C,C,C,C,C,C,CW,C,C,C,C,C,C,C,NW,CNW,CNW,CW,CW,NW,NW,NW,NW,NW,NW,NW,NW,NW,CNW,CNW,CNW,CNW,CNW,CNW,CNW
2015-02-01,N,N,N,CNW,C,C,C,C,C,C,CW,CW,CNW,CNW,CNW,CNW,CNW,CNW,AN,NW,NW,NW,NW,AN,N,NW,NW,NW,NW,NW,NW,NW,NW,NW,NW,NW,NW,NW,NW
2015-02-02,CNW,CNW,NW,NW,NW,CNW,CNW,CNW,CW,CW,W,W,NW,NW,NW,NW,NW,NW,ANW,W,W,NW,NW,NW,NW,NW,W,W,W,W,W,W,NW,CNW,CNW,NW,NW,NW,NW
2015-02-03,C,C,C,C,C,C,CS,CSW,CSW,SW,SW,SW,C,C,C,C,C,C,NW,CW,CW,CW,SW,NW,NW,CNW,CNW,CNW,C,C,C,C,C,C,C,C,C,C,C
2015-02-04,C,CNE,CNE,C,C,C,C,C,C,CS,C,CSW,C,C,C,C,C,C,C,C,C,C,C,N,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
2015-02-05,CNE,CNE,CNE,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,N,CNW,CNW,C,C,N,N,N,N,N,N,N,C,C,C,C,C,C,C,C,C
2015-02-06,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,CNW,NW,CW,CW,N,CNW,CNW,CNW,CNW,C,C,C,C,C,C,C,C,C,C,C
2015-02-07,CNE,NE,NE,E,E,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,CW,CE,CE,C,C,C,C,C,CNE,CNE,CNE,CNE,CNE,C,C,C,C
2015-02-08,NE,NE,NE,NE,NE,CNE,CNE,CNE,C,C,CNW,C,NE,NE,NE,N,N,N,E,NE,N,N,N,E,E,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,N,N,N,N
2015-02-09,ANE,ANE,ANE,ANE,ANE,NE,NE,NE,NE,NE,N,N,NE,NE,NE,NE,NE,NE,SE,AE,NE,N,N,SE,SE,SE,E,E,E,E,E,E,E,AE,AE,ANE,ANE,ANE,E
2015-02-10,A,E,E,E,E,NE,NE,NE,NE,NE,N,N,NE,NE,NE,N,N,NE,SE,A,A,A,AN,SE,SE,SE,SE,SE,ASE,ASE,ASE,ASE,A,A,A,A,A,A,A
2015-10-12,C,C,C,C,C,C,C,C,C,C,C,C,CS,CS,CS,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
2015-10-13,CNE,CNE,C,C,C,C,CS,CS,S,S,S,S,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,CNE,CNE,CNE,C,C,C,C
2015-10-14,NE,NE,CNE,CNE,C,C,C,C,CS,S,CS,S,C,C,C,C,C,C,C,C,C,C,C,C,CNE,CNE,NE,NE,NE,NE,NE,NE,NE,NE,NE,C,C,C,C
2015-10-15,NE,N,CNE,C,C,C,C,C,CSW,S,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
2015-10-16,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
2015-10-17,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,CS,CS,C,S,S,S,S,S,S,C,C,C,ASE,AS,AS,C
2015-10-18,C,SE,SE,SE,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,CS,C,C,C,CS,CS,CS,CS,C,C,C,C,C,C,C,CS
2015-10-19,CE,E,E,E,E,CE,CE,C,C,C,C,C,CE,CE,CE,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,CE,CE,CE,C,C,C,C
2015-10-20,NE,NE,NE,E,E,CE,CE,CE,C,C,C,C,E,E,E,C,C,CE,C,C,C,C,C,C,C,C,CNE,CNE,CE,CE,CE,NE,NE,NE,NE,CNE,CNE,CNE,CNE
2015-10-21,NE,NE,NE,NE,NE,E,CE,CE,CE,C,C,C,E,NE,E,CNE,CNE,CNE,C,C,C,C,C,C,C,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE
2015-10-22,ANE,N,NE,NE,NE,CNE,CNE,CNE,C,C,C,C,NE,NE,NE,N,N,N,ANE,N,N,N,C,C,ANE,ANE,ANE,AN,ANE,ANE,ANE,ANE,ANE,ANE,ANE,N,N,N,N
2015-10-23,A,AE,ANE,ANE,ANE,NE,NE,NE,NE,CNE,C,C,NE,NE,NE,NE,NE,NE,A,A,A,N,N,C,A,A,A,A,A,A,A,A,A,A,A,C,A,A,A
2015-10-24,A,A,A,A,A,A,C,C,NE,E,NE,NE,A,AE,A,A,A,A,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,A,A,A,A,A,C
2015-10-25,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,C,C,C,C,A,CSE,C,CSE,C,C,A,A,A,A,A,A,A,C,C,C,C
2015-10-26,S,S,S,S,S,SE,A,A,A,A,A,A,S,S,S,C,C,C,C,C,C,C,C,SW,C,C,SW,SW,SW,SW,SW,SW,SW,S,S,S,S,S,SW
2015-10-28,W,W,C,SW,SW,SW,S,S,C,C,C,C,SW,SW,SW,C,C,C,A,C,C,C,C,A,A,A,AW,AW,AW,AW,AW,W,W,W,W,AW,AW,AW,AW
2015-10-29,A,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,A,A,A,C,C,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
2015-10-30,A,S,SE,SE,E,E,E,E,E,SE,CNE,CNE,E,E,E,NE,NE,NE,ASE,A,A,C,CNE,AS,AS,A,A,A,A,A,A,A,A,A,A,A,A,A,A
2015-10-31,ASE,SE,SE,SE,SE,E,E,E,E,SE,CE,CE,E,E,E,E,E,E,C,E,C,C,CE,C,C,C,A,A,A,A,A,A,A,A,A,E,SE,SE,A
2015-11-01,SE,SE,SE,SE,E,E,E,E,E,SE,E,E,E,E,E,E,E,E,SE,SE,CSE,CE,CE,C,CSE,SE,SE,SE,SE,SE,SE,SE,SE,SE,SE,SE,SE,SE,SE
2015-11-02,S,S,S,S,ASE,ASE,ASE,ASE,AE,ASE,SE,ASE,SE,SE,SE,SE,SE,SE,S,S,S,SE,SE,C,CS,CS,CS,S,S,S,S,S,S,S,S,S,S,S,S
2015-11-03,SW,S,S,S,S,A,A,A,A,A,A,A,AS,AS,AS,AS,AS,AS,A,A,AS,AS,AS,C,A,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,AS,S,S,SW
2015-11-04,A,ASW,ASW,ASW,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
2015-11-05,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
2015-11-06,A,A,A,A,A,ANE,A,A,A,A,A,A,A,A,A,AN,AN,A,AE,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
2015-11-07,A,A,A,A,A,A,A,A,ANE,ANE,A,A,A,A,A,A,A,A,A,A,A,ANE,A,ASE,ASE,ASE,A,A,A,A,A,A,A,A,A,A,A,A,A
2015-11-08,A,ASW,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,S,A,ASE,AS,AS,AS,AS,A,A,A,A,A,A,A,A,A
2015-11-09,A,A,A,A,A,AN,AN,AN,ANW,ANW,AN,AN,A,A,A,A,A,A,A,A,A,A,AN,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
2015-11-10,A,A,A,A,A,AN,AN,AN,AN,AN,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
2015-11-11,A,A,A,A,A,ANE,AN,AN,A,A,A,A,ANE,ANE,ANE,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
2015-11-13,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,AE,A,A,A,A,A,A,A,A
2015-11-14,A,A,A,A,A,ANE,A,A,A,A,A,A,AN,AN,ANE,AN,AN,AN,A,ANE,ANE,A,A,SE,A,A,AE,A,A,A,A,A,A,A,A,AN,AN,AN,AN
2015-11-15,A,A,A,A,A,ANW,AN,AN,ANW,A,A,A,AN,AN,AN,AN,AN,AN,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
2015-11-16,A,A,A,A,A,A,A,ANW,C,C,C,C,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,AN,AN,AN,AN
2015-11-17,A,A,A,A,A,ANW,ANW,ANW,ANW,ANW,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
2015-11-18,A,A,A,A,A,A,A,A,ANW,ANW,A,A,A,A,A,A,A,A,A,A,AN,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
2015-11-19,ANW,ANW,A,A,A,ANW,A,ANW,ANW,A,A,A,ANW,ANW,ANW,AN,AN,AN,A,AN,AN,A,A,A,A,A,A,A,A,A,A,A,A,A,A,AN,ANW,ANW,AN
2015-11-20,NW,NW,NW,NW,NW,W,W,W,W,W,NW,W,NW,NW,NW,NW,NW,NW,A,ANW,ANW,NW,NW,A,A,A,A,ANW,ANW,ANW,ANW,ANW,ANW,NW,NW,NW,NW,NW,ANW
2015-11-21,C,C,C,C,C,C,C,C,CW,CW,W,W,C,C,C,CNW,CNW,CNW,NW,NW,NW,W,W,N,NW,NW,N,N,N,N,N,N,N,N,N,CNW,NW,NW,NW
2015-11-22,N,N,N,N,N,C,C,C,C,C,CW,CW,C,C,C,CNW,CNW,C,NE,C,CNW,CNW,CNW,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2015-11-23,NE,NE,NE,NE,NE,CE,CE,CE,CSE,CSE,C,C,E,E,E,CNE,CNE,NE,NE,CNE,CNE,C,C,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE
2015-11-24,AN,AN,AN,A,A,E,E,CE,CE,CSE,C,C,NE,NE,NE,NE,NE,NE,NE,N,N,C,C,ANE,ANE,NE,AN,N,AN,AN,AN,AN,AN,N,N,N,N,N,N
2015-11-25,N,C,C,C,C,C,C,C,C,C,C,C,C,C,C,CNW,CNW,C,NW,NW,NW,NW,CNW,N,N,N,N,N,N,N,NW,N,N,N,N,NW,NW,NW,NW
2015-11-26,N,NE,NE,NE,NE,C,C,C,C,C,C,C,CNE,CNE,CNE,C,C,C,N,C,CNW,CNW,CNW,N,N,N,N,N,N,N,N,N,N,N,N,C,C,C,N
2015-11-27,NE,NE,NE,NE,NE,CNE,C,C,C,C,C,C,CNE,CNE,NE,C,C,C,C,N,NW,CNW,CNW,C,C,C,NE,N,NE,NE,NE,NE,NE,NE,NE,N,N,N,N
2015-11-29,A,ANW,A,A,A,ANW,AN,AN,NW,A,NW,NW,A,A,A,AN,AN,AN,A,A,A,AN,N,ASE,ASE,A,A,A,A,A,A,A,A,A,A,A,A,A,A
2015-11-30,A,ANW,ANW,ANW,ANW,ANW,ANW,ANW,ANW,ANW,ANW,ANW,ANW,ANW,ANW,AN,AN,AN,A,A,A,ANW,AN,ASE,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
2015-12-01,A,A,A,AN,ANW,NW,NW,NW,NW,NW,NW,NW,AN,AN,AN,AN,AN,AN,A,A,A,A,NW,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,AW
2015-12-02,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
2015-12-03,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,AS,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
2015-12-04,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,AE,AE,A,A,A,A,A,A,A,A,A
2015-12-05,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,AS,AS,AS,A,A,A,A,A,A,A,A,AS
2015-12-06,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,S,A,A,A,AS,AS,AS,AS,AS,A,A,A,A,AS,AS,A
2015-12-07,A,AS,AS,AS,A,A,ASE,ASE,ASE,A,A,A,AS,AS,AS,A,A,A,AS,A,A,A,A,AS,A,AS,AS,AS,AS,AS,ASW,ASW,ASW,A,A,AS,AS,AS,AS
2015-12-08,A,ASW,ASW,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
2015-12-09,A,A,ANE,ANE,ANE,A,A,A,A,A,A,A,NE,NE,NE,A,A,NE,A,A,A,A,A,SE,SE,SE,SE,A,ASE,ASE,AE,AE,AE,ANE,ANE,ANE,ANE,ANE,A
2015-12-10,A,A,A,A,A,NE,NE,NE,NE,NE,N,A,AE,ANE,AE,NE,NE,NE,A,A,A,A,A,SE,SE,SE,ASE,ASE,ASE,ASE,A,A,A,A,A,A,A,A,A
2015-12-11,A,A,A,A,A,A,AN,AN,ANE,ANE,N,N,A,A,A,A,A,A,A,A,A,A,A,SE,A,ASE,ASE,A,A,A,A,A,A,A,A,A,A,A,A
2015-12-12,A,A,A,A,A,A,A,A,A,A,ANW,AN,A,A,A,A,A,A,AS,A,A,A,A,A,A,A,ASW,ASW,A,A,A,A,A,A,A,A,A,A,ASW
2015-12-13,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,SW,A,A,ASW,ASW,ASW,ASW,ASW,A,A,A,A,A,A,A,ASW
2015-12-15,A,ASW,ASW,ASW,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
2015-12-16,A,A,A,A,A,A,A,A,A,NE,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
2015-12-17,A,ASW,A,A,A,A,A,A,AE,AE,NE,NE,A,A,A,A,A,A,A,A,A,A,A,ASW,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
2015-12-18,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
2015-12-19,A,ASW,ASW,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,ASW,A,A,A,SW,ASW,A,ASW,ASW,ASW,ASW,ASW,ASW,ASW,ASW,ASW,ASW,ASW,ASW,ASW
2015-12-20,ASW,ASW,ASW,ASW,A,A,A,A,A,ASE,A,A,A,AS,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,ASW,ASW,ASW,ASW,A,A,A,A
2015-12-21,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,AE,A,A,A,A,A,A,A,A,A,A,A,A,A,A
