time,77470,76430,76500,76900,161530,161680,162420,162450,162890,163100,164290,164050,77650,77800,77610,165600,165460,165200,604900,603900,604020,603600,607150,6155A,6325O,7031,8019,8025,8414A,8416,8500A,9981A,0016A,76,0200E,B893,B278,B228,B954
2004-10-02,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,E,A,A,A,ASE,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
2004-10-03,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,E,C,A,A,A,A,A,A,A,A,ASE,ASE,AS,A,A,A,A,A,A,A,ASE
2004-12-24,ANW,AW,AW,AW,AW,AW,AW,AW,AW,ANW,ANW,ANW,ANW,A,ANW,A,A,A,A,A,A,A,ANW,ASE,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
2004-12-25,CW,CW,SW,SW,SW,SW,SW,SW,SW,SW,S,S,SW,SW,SW,SW,SW,SW,C,C,C,CSW,SW,N,N,NW,NW,NW,CNW,CNW,CNW,CNW,CNW,CNW,CNW,C,C,C,CNW
2004-12-26,C,C,C,C,C,C,C,C,CS,CS,CSW,CSW,C,C,C,C,C,C,NW,C,C,C,CW,N,NW,NW,N,C,C,C,C,C,C,C,C,C,C,C,CNW
2004-12-27,C,N,C,C,C,C,C,C,CSW,CSW,CSW,CSW,C,C,C,C,C,C,N,CNW,CNW,CW,CW,N,N,N,N,N,N,N,N,N,N,C,C,C,C,C,C
2004-12-28,NW,NW,N,C,C,C,C,C,C,C,CW,CW,CNW,CNW,CNW,CNW,CNW,CNW,NW,NW,NW,NW,NW,ANW,NW,NW,NW,NW,NW,NW,NW,NW,NW,NW,NW,NW,NW,NW,NW
2004-12-29,NE,NE,NE,NE,NE,CNE,C,C,C,C,C,C,CNE,CNE,NE,C,C,CNE,N,C,C,C,C,N,N,N,N,N,N,N,N,NE,NE,NE,NE,N,N,N,N
2004-12-30,ANE,ANE,ANE,ANE,ANE,E,E,E,E,CE,C,C,NE,NE,NE,NE,NE,NE,NE,NE,N,CNE,CNE,AE,NE,NE,NE,NE,NE,NE,NE,ANE,ANE,NE,NE,NE,NE,NE,NE
2004-12-31,ANE,AN,ANE,ANE,ANE,NE,NE,NE,E,E,C,C,NE,NE,NE,NE,NE,NE,A,N,N,N,CNE,AE,ANE,ANE,ANE,NE,ANE,ANE,ANE,ANE,ANE,ANE,ANE,NE,NE,NE,N
2005-01-01,AN,AN,AN,A,A,A,NE,NE,A,A,C,C,A,N,A,N,N,N,A,A,NW,N,N,A,A,A,A,A,AN,AN,AN,AN,AN,AN,AN,N,N,N,N
2005-01-02,N,N,AN,AN,AN,N,N,N,A,A,NW,NW,N,N,N,N,N,N,A,A,NW,NW,NW,A,A,A,A,A,A,A,AN,AN,AN,N,N,N,N,N,N
2005-01-03,ANE,ANE,ANE,AN,AN,NE,NE,NE,NE,CNE,N,C,NE,NE,NE,N,N,NE,A,A,N,N,N,A,A,E,AE,AE,AE,AE,AE,ANE,ANE,ANE,ANE,N,N,N,NE
2005-01-04,A,A,A,A,A,A,A,AN,AN,AN,N,N,A,A,A,A,A,A,ASE,A,A,A,AN,ASE,ASE,A,A,A,A,A,A,A,A,A,A,A,A,A,A
2005-01-05,A,AW,A,A,A,ANW,ANW,ANW,ANW,NW,NW,NW,ANW,ANW,ANW,A,A,ANW,AS,A,A,A,ANW,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
2005-01-06,A,A,A,A,A,N,N,N,NW,NW,NW,NW,N,AN,AN,AN,AN,AN,A,A,ANW,ANW,NW,A,A,A,A,A,A,A,A,A,A,A,A,AN,AN,AN,A
2005-01-07,A,A,A,A,A,A,A,A,A,ANE,AN,N,A,A,A,A,A,A,A,A,A,A,A,ASE,ASE,A,A,A,A,A,A,A,A,A,A,A,A,A,A
2005-01-09,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,AS,A,A,AS,AS,A,A,A,A,A,A,A,A,A,A,A
2005-01-10,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
2005-01-11,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,AE,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
2005-01-12,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
2005-01-13,A,AN,AN,A,A,A,A,A,A,A,A,A,A,A,A,A,A,N,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
2005-01-14,A,A,A,A,A,NE,NE,NE,NE,NE,A,A,A,A,ANE,A,A,NE,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
2005-01-15,A,AS,ASE,ASE,A,ANE,NE,NE,NE,NE,N,N,AE,AE,AE,A,A,A,AS,A,A,A,A,S,AS,AS,AS,AS,AS,AS,AS,AS,AS,ASW,ASW,A,AS,AS,AS
2005-01-16,A,A,A,A,A,AE,NE,NE,NE,NE,NE,NE,AE,AE,A,NE,NE,AE,A,A,A,A,NE,SE,SE,SE,SE,SE,ASE,ASE,ASE,A,A,A,A,ASE,ASE,ASE,ASE
2005-01-17,A,A,A,A,A,A,ANE,ANE,NE,NE,N,NE,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
2005-01-18,NW,NW,NW,W,W,W,W,W,C,C,W,W,W,W,W,W,W,W,NW,NW,NW,W,W,AN,N,N,N,NW,NW,NW,NW,NW,NW,NW,NW,NW,NW,NW,NW
2005-01-19,N,N,N,N,N,C,C,C,C,C,C,C,C,C,C,C,C,C,N,N,N,C,CNW,AN,AN,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2005-01-20,AN,AN,AN,AN,AN,N,N,N,NE,NE,C,CNE,AN,N,AN,N,N,N,NE,N,N,N,N,ANE,ANE,ANE,ANE,ANE,ANE,ANE,ANE,AN,AN,AN,AN,N,N,N,AN
2005-01-21,N,N,N,N,N,NW,NW,NW,CNW,CW,NW,NW,N,N,N,N,N,N,A,NW,NW,NW,NW,A,A,AN,AN,AN,AN,AN,AN,AN,N,N,N,N,N,N,N
2005-01-22,N,N,N,N,N,N,C,C,C,C,NW,CNW,N,N,N,N,N,N,A,A,NW,NW,N,A,C,C,C,C,A,A,AN,AN,N,N,N,N,N,N,N
2005-01-23,CNE,CNE,CNE,NE,C,C,C,C,C,C,C,C,C,C,C,CNW,CNW,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
2005-01-25,NE,NE,NE,NE,CNE,C,C,C,C,C,C,C,C,C,C,C,C,C,NE,N,C,C,C,NE,NE,N,N,N,N,N,NE,NE,NE,NE,NE,N,N,N,N
2005-01-26,NE,NE,NE,CNE,CNE,C,C,C,C,C,C,C,C,C,C,C,C,C,N,C,CNW,CNW,CNW,N,N,N,N,N,N,N,NE,NE,NE,NE,NE,C,C,C,C
2005-01-27,NE,NE,NE,NE,NE,C,C,C,C,C,C,C,CNE,CNE,CNE,C,C,C,E,C,C,CNW,C,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,N,C,C,N
2005-01-28,N,CNE,CNE,CNE,CNE,C,C,C,C,C,C,C,C,C,C,C,C,C,N,N,N,N,CNW,N,N,N,N,N,N,N,N,N,N,N,N,C,N,N,N
2005-01-29,NE,NE,NE,NE,NE,C,C,C,C,C,C,C,CNE,C,CNE,C,C,C,N,CNW,CNW,CNW,C,N,N,C,N,N,C,C,C,CNE,CNE,CNE,CNE,C,C,C,C
2005-01-30,NE,NE,NE,NE,NE,NE,CNE,CNE,C,C,C,C,NE,NE,NE,CNE,CNE,CNE,CNE,C,C,C,C,CE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE
2005-01-31,NE,NE,N,N,N,N,NE,NE,N,NE,C,C,NE,N,NE,N,N,N,A,NE,N,N,N,E,E,E,NE,NE,NE,NE,NE,NE,NE,NE,NE,N,N,N,N
2005-02-01,N,N,N,N,N,C,C,C,C,C,CNW,CNW,C,C,C,N,N,N,A,NW,NW,NW,NW,A,A,A,NE,NE,NE,NE,NE,NE,N,N,N,N,N,N,N
2005-02-02,NE,NE,NE,NE,NE,NE,NE,NE,CNE,CNE,C,C,NE,NE,NE,NE,NE,NE,A,N,N,N,N,A,A,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE
2005-02-03,NE,NE,NE,NE,NE,NE,NE,NE,CNE,C,N,N,NE,N,NE,N,N,N,A,A,A,AN,N,A,A,A,A,A,A,A,A,NE,NE,NE,NE,N,N,N,A
2005-02-04,A,A,E,AE,E,E,E,NE,NE,NE,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
2005-02-05,A,S,S,S,SE,E,E,A,E,E,A,A,SE,SE,SE,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
2005-02-06,S,S,S,S,SE,SE,SE,SE,E,E,A,SE,SE,SE,SE,SE,SE,SE,C,C,C,S,SE,C,C,C,C,C,C,C,C,C,CS,CS,CS,S,SE,SE,CS
2005-02-07,SE,S,SE,S,SE,SE,SE,SE,SE,SE,SE,SE,SE,SE,SE,SE,SE,SE,CSE,CSE,SE,SE,SE,C,C,CSE,CSE,CSE,CSE,CSE,CSE,SE,SE,SE,SE,SE,SE,SE,SE
2005-02-08,ASE,ASE,SE,SE,ASE,SE,SE,SE,SE,ASE,SE,SE,SE,SE,SE,SE,SE,SE,CE,E,E,SE,SE,CE,E,E,E,E,E,E,E,E,SE,SE,SE,SE,SE,SE,E
2005-10-10,AS,S,S,AS,A,AE,E,E,E,E,C,E,ASE,ASE,ASE,AE,AE,A,A,A,A,A,A,S,AS,A,A,A,A,A,A,A,A,A,A,A,A,A,A
2005-10-11,S,S,S,S,AS,ASE,SE,SE,E,E,C,C,ASE,ASE,ASE,A,A,C,A,C,C,C,C,SW,C,C,SW,SW,SW,SW,SW,SW,S,S,S,AS,AS,AS,S
2005-10-12,S,S,S,S,S,ASE,SE,SE,ASE,ASE,C,C,S,S,S,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,SW,SW,SW,S,S,S,S,S,C
2005-10-13,C,C,CSE,CS,S,C,C,C,A,ASE,C,C,S,S,S,CSE,CSE,CS,C,CS,C,C,C,N,C,C,C,C,C,C,C,C,C,C,C,CS,C,C,C
2005-10-14,SE,SE,SE,SE,SE,ASE,ASE,ASE,A,A,SE,SE,SE,SE,SE,A,A,SE,E,SE,SE,SE,SE,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
2005-10-15,SE,SE,SE,SE,SE,ASE,AE,ASE,A,A,SE,ASE,SE,SE,SE,ASE,ASE,ASE,E,E,SE,SE,SE,C,C,C,C,C,ASE,ASE,ASE,A,ASE,A,A,ASE,ASE,ASE,C
2005-10-16,A,A,A,A,SE,A,A,A,A,A,A,A,A,A,A,A,A,A,C,C,C,C,C,C,C,C,C,C,C,C,A,A,A,A,A,A,A,A,C
2005-10-17,C,SE,SE,SE,SE,SE,E,C,C,C,C,C,SE,SE,SE,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
2005-10-18,S,S,S,S,S,SE,SE,SE,E,E,SE,SE,S,S,S,SE,SE,S,C,C,C,S,S,C,C,C,C,C,C,C,C,C,C,C,C,S,C,C,C
2005-10-19,C,SW,S,S,S,S,S,S,ASE,ASE,S,S,S,S,S,S,S,S,C,C,C,S,S,C,A,A,A,A,A,A,AW,C,C,C,C,AS,C,C,C
2005-10-20,C,SW,SW,SW,ASW,S,S,S,AS,S,S,S,SW,S,SW,S,S,S,C,C,C,C,S,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
2005-10-21,SW,SW,SW,SW,SW,SW,SW,SW,S,S,S,S,SW,SW,SW,C,C,C,A,C,C,C,C,A,A,A,A,AW,A,A,AW,AW,AW,AW,AW,A,A,A,A
2005-10-22,SW,SW,SW,SW,ASW,ASW,ASW,ASW,A,ASW,C,C,SW,SW,SW,C,C,C,A,C,C,C,C,C,AW,AW,AW,AW,AW,AW,AW,AW,AW,ASW,ASW,ASW,ASW,ASW,A
2005-10-23,A,A,A,A,A,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,AN,C,C,AN,AN,AN,AN,A,A,A,A,A,A,A,A,C
2005-10-24,A,A,A,A,A,A,A,A,A,A,C,A,A,A,A,A,A,A,AE,AE,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
2005-10-26,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,AS,A,ASE,A,ASE,S,S,AS,AS,AS,AS,AS,A,A,A,A,A,A,A,A,AS
2005-10-27,ASW,S,S,AS,A,A,A,A,A,A,A,A,A,A,A,A,A,A,AS,AS,AS,AS,ASE,SW,S,AS,ASW,SW,AS,AS,ASW,ASW,ASW,ASW,ASW,A,AS,AS,AS
2005-10-28,ASW,SW,S,S,ASW,A,A,A,A,A,A,A,A,A,A,A,A,A,AS,C,AS,AS,A,SW,S,S,SW,SW,AS,AS,ASW,ASW,AS,AS,AS,A,AS,AS,AS
2005-10-29,ASW,ASW,S,S,AS,A,A,A,A,A,A,A,AS,AS,AS,A,A,A,A,C,C,C,A,SW,ASW,ASW,ASW,ASW,ASW,ASW,ASW,ASW,ASW,ASW,ASW,A,AS,AS,AS
2005-10-30,S,S,S,S,S,AS,ASE,ASE,ASE,ASE,A,A,S,S,S,A,A,S,C,C,S,S,C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,S,S,S,S,S,S
2005-10-31,SW,SW,S,S,S,S,S,S,SE,SE,A,A,S,S,S,S,S,S,A,C,C,C,C,AW,ANW,ANW,AW,AW,AW,AW,W,W,W,SW,SW,C,C,C,C
2005-11-01,AW,AW,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
2005-11-02,ASW,ASW,ASW,ASW,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
2005-11-03,ASW,ASW,ASW,ASW,ASW,A,A,A,AE,AE,A,A,AS,AS,AS,A,A,A,A,C,A,C,A,C,C,C,C,C,ASW,ASW,ASW,ASW,ASW,ASW,ASW,AS,AS,AS,C
2005-11-04,C,C,C,A,A,A,S,A,ASE,A,A,A,A,A,A,A,A,C,A,C,C,C,C,N,N,N,N,N,N,N,C,C,C,C,C,C,C,C,C
2005-11-05,AN,AN,AN,ANE,ANE,A,A,A,A,A,A,A,C,A,A,A,A,A,NE,NE,A,A,A,ANE,NE,NE,NE,NE,ANE,ANE,ANE,ANE,ANE,ANE,ANE,N,N,N,N
2005-11-06,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,ANE,A,A,A,A,AE,A,A,A,A,A,A,A,A,A,A,AN,A,A,A
2005-11-07,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
2005-11-08,SW,SW,S,S,AS,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,ASW,ASW,ASW,ASW,ASW,SW,SW,SW,SW,AS,ASW,ASW,ASW
2005-11-09,N,A,A,A,C,CSE,A,A,A,A,C,C,C,C,C,C,C,C,N,C,C,C,C,N,N,N,N,N,N,N,N,N,N,N,N,C,C,C,N
2005-11-11,A,A,A,A,A,AE,AE,AE,A,A,A,A,A,AE,A,A,A,A,E,E,E,A,A,E,E,E,E,A,E,E,AE,AE,A,A,A,A,AE,AE,A
2005-11-12,C,S,S,S,S,AS,AS,AS,ASE,ASE,A,A,S,S,S,A,A,A,C,C,C,C,A,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
2005-11-13,CE,CSE,SE,SE,SE,SE,SE,SE,SE,SE,S,S,SE,SE,SE,CSE,CSE,CSE,C,C,C,CS,S,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
2005-11-14,CE,E,SE,SE,SE,SE,SE,SE,SE,SE,S,S,SE,SE,SE,CSE,CSE,SE,C,C,CS,CS,S,C,C,C,C,C,C,C,C,C,C,C,C,CSE,C,C,C
2005-11-15,C,CE,C,C,C,S,S,S,S,S,S,S,S,S,S,CS,CS,CS,C,C,C,CSW,S,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
2005-11-16,N,C,C,C,C,C,C,C,CW,SW,CW,CW,C,C,C,C,C,C,C,NW,NW,CNW,CW,NW,NW,NW,N,NW,N,N,NW,N,N,N,N,NW,NW,NW,NW
2005-11-17,N,N,NE,NE,NE,C,C,C,C,C,C,C,C,C,C,C,C,C,C,NW,NW,NW,CNW,C,C,C,C,C,C,C,C,C,N,N,N,N,N,N,NW
2005-11-18,NE,NE,NE,NE,NE,CNE,C,C,C,C,C,C,NE,NE,NE,C,C,CNE,C,C,C,CNW,CNW,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
2005-11-19,E,E,E,AE,AE,NE,NE,NE,NE,CNE,C,C,E,E,E,NE,NE,NE,C,C,C,C,C,S,S,S,S,S,SE,SE,SE,SE,SE,SE,SE,C,C,C,C
2005-11-20,ASE,ASE,A,A,A,A,A,A,ANE,ANE,ANE,ANE,A,A,A,A,A,A,S,ASE,SE,ASE,A,S,S,SE,SE,SE,SE,SE,SE,SE,SE,ASE,ASE,A,ASE,ASE,SE
2005-11-21,E,E,E,E,E,A,A,A,A,A,A,A,A,A,E,A,A,A,S,C,A,A,A,CS,CS,SE,S,S,SE,SE,SE,SE,SE,E,E,A,A,A,A
2005-11-22,E,E,E,E,E,CE,CE,CE,C,CSE,C,C,CE,CE,CE,C,C,CE,C,C,C,C,C,CSE,CSE,CE,CE,CE,CE,CE,E,CE,CE,E,E,CNE,CNE,CNE,CNE
2005-11-23,NE,NE,NE,E,E,CE,C,C,C,C,C,C,CE,CE,CE,C,C,C,C,NE,C,C,C,CE,E,E,E,E,E,E,E,NE,NE,NE,NE,NE,NE,NE,NE
2005-11-24,N,N,N,NE,NE,C,C,C,C,C,C,C,CNE,CNE,CNE,C,C,C,E,NE,C,N,C,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,N,N,N,N
2005-11-25,NW,CNW,CW,W,W,W,SW,W,W,W,W,W,W,W,W,W,W,W,NW,W,W,W,W,NW,NW,NW,NW,NW,NW,NW,NW,NW,NW,NW,NW,W,W,W,NW
2005-11-27,NW,CNW,CNW,C,C,C,C,C,CW,CSW,W,W,C,CW,CNW,CW,CW,CNW,ANW,NW,W,W,W,NW,NW,NW,NW,NW,NW,NW,NW,NW,NW,NW,NW,NW,NW,NW,NW
2005-11-28,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,A,AW,W,W,W,C,C,AW,W,W,W,W,W,W,W,W,W,W,W,W,W
2005-11-29,CNW,C,C,C,C,SW,SW,SW,SW,SW,SW,SW,CSW,SW,CSW,SW,SW,SW,C,C,C,SW,SW,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
2005-11-30,N,C,NE,NE,NE,C,C,C,C,CS,C,C,CNE,CNE,C,C,C,C,NE,NE,CNE,C,C,ANE,NE,NE,ANE,AN,AN,AN,A,A,AN,AN,AN,N,N,N,N
2005-12-01,SW,SW,SW,ASW,A,C,C,C,CNE,C,C,C,C,C,C,C,C,C,A,A,ANW,C,C,AW,A,A,AW,AW,AW,AW,AW,ASW,ASW,ASW,ASW,AW,AW,AW,AW
2005-12-02,SW,SW,SW,SW,SW,SW,SW,SW,A,A,AW,AW,SW,SW,SW,SW,SW,SW,AW,W,W,SW,W,W,W,W,W,W,W,W,W,W,SW,SW,SW,SW,SW,SW,SW
2005-12-03,W,W,W,W,W,W,SW,SW,SW,SW,W,W,W,W,W,W,W,W,AW,W,W,W,W,AW,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W
2005-12-04,W,W,W,W,W,W,W,W,W,W,W,W,SW,SW,SW,W,W,W,A,W,W,AW,W,AW,AW,AW,AW,AW,W,W,W,W,W,W,W,W,W,W,W
2005-12-05,NW,CNW,CNW,CW,CW,CW,CSW,CSW,SW,SW,W,SW,CW,CW,CW,W,W,CW,ANW,W,W,W,W,ANW,NW,NW,NW,NW,NW,NW,NW,NW,NW,NW,NW,W,NW,NW,NW
2005-12-06,NW,NW,NW,CNW,CNW,C,C,C,CW,CW,W,W,CNW,CNW,CNW,CNW,CNW,CNW,C,C,NW,NW,W,ANE,C,C,AN,AN,NW,NW,NW,NW,NW,NW,NW,NW,NW,NW,NW
2005-12-07,ANW,NW,N,N,N,N,NW,NW,C,C,NW,C,N,N,N,N,N,N,A,A,A,A,C,AE,AE,A,A,A,A,A,A,A,A,A,A,ANW,ANW,ANW,A
2005-12-08,NW,CNW,C,C,C,C,A,A,A,A,A,A,C,C,C,A,A,A,A,A,A,A,A,AE,A,A,A,A,AN,AN,AN,ANW,NW,NW,NW,A,A,A,ANW
2005-12-09,NE,NE,NE,NE,NE,CE,C,C,C,CSE,C,C,CE,CE,CE,C,C,C,A,C,C,C,C,E,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,CNE,CNE,CNE,NE
2005-12-10,NE,NE,E,E,E,E,E,E,CE,CE,C,C,E,E,E,CE,CE,E,E,NE,NE,CNE,C,SE,E,E,E,E,E,E,E,NE,NE,NE,NE,NE,NE,NE,NE
2005-12-11,NE,E,E,E,E,E,E,E,CE,SE,C,C,E,E,E,CNE,CNE,CNE,A,NE,CNE,C,C,E,E,E,E,E,E,E,E,NE,NE,NE,NE,NE,NE,NE,NE
2005-12-13,NE,NE,NE,NE,NE,E,E,CE,CE,SE,C,C,E,E,E,CNE,CNE,CNE,A,N,C,C,C,E,E,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE
2005-12-14,NE,NE,NE,NE,NE,CE,CE,CE,CE,CE,C,C,NE,NE,NE,CNE,CNE,CNE,C,N,C,C,C,C,C,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE
2005-12-15,NE,NE,NE,NE,NE,NE,NE,NE,CNE,CNE,C,C,NE,NE,NE,N,N,N,C,C,C,N,N,CE,C,A,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE
2005-12-16,N,N,N,NW,NW,NW,NW,NW,NW,W,NW,NW,NW,NW,NW,NW,NW,NW,A,ANW,NW,NW,NW,A,A,ANE,ANE,AN,AN,AN,AN,AN,AN,N,N,NW,NW,NW,N
2005-12-17,N,N,N,N,N,C,C,C,C,C,CNW,CNW,C,N,N,CNW,CNW,C,C,NW,NW,NW,NW,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2005-12-18,ANE,ANE,ANE,ANE,AN,NE,NE,NE,N,C,C,C,NE,NE,NE,N,N,N,C,A,A,N,N,C,C,A,A,AE,AE,AE,AE,ANE,ANE,ANE,ANE,NE,NE,NE,ANE
2005-12-19,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,SE,A,A,A,A,SE,SE,SE,SE,SE,ASE,ASE,ASE,ASE,A,A,A,A,A,A,A
2005-12-20,AE,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,SE,A,A,A,A,SE,SE,SE,SE,SE,SE,SE,SE,SE,E,E,E,AE,A,A,A
2005-12-21,AE,ANE,A,A,AE,A,A,A,A,A,A,A,AE,AE,AE,A,A,A,SE,A,A,A,A,SE,SE,SE,SE,SE,E,E,E,E,E,AE,AE,AE,AE,AE,A
2005-12-22,A,A,A,A,A,ANE,ANE,AN,A,A,A,A,A,A,A,A,A,A,SE,A,A,A,A,SE,SE,SE,SE,SE,SE,SE,ASE,ASE,ASE,AE,AE,A,A,A,A
2005-12-23,A,ANE,ANE,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,S,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
2005-12-24,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
2005-12-25,CNE,CNE,C,C,C,C,C,C,A,A,SW,A,C,C,C,C,C,C,C,C,C,C,W,S,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
2005-12-26,C,CNE,CNE,CNE,C,C,C,C,C,CSW,CW,CW,C,C,C,C,C,C,W,CW,CW,CW,CW,CSW,CW,C,C,C,C,C,C,C,C,C,C,C,C,C,C
2005-12-27,C,C,C,C,C,C,C,C,C,C,CSW,CSW,C,C,C,C,C,C,NW,CW,CW,CW,CW,NW,NW,NW,NW,CNW,CNW,CNW,C,C,C,C,C,C,C,C,CNW
2005-02-10,A,A,A,A,A,A,ANE,ANE,AE,AE,NE,NE,A,A,A,ANE,ANE,ANE,E,ANE,ANE,NE,NE,AE,AE,AE,A,A,A,A,A,A,A,A,A,A,A,A,A
2005-02-11,NW,NW,NW,NW,NW,NW,NW,NW,ANW,ANW,AN,AN,NW,NW,NW,ANW,ANW,ANW,A,A,A,A,AN,A,A,A,A,A,A,A,A,A,A,ANW,ANW,A,A,A,A
2005-02-12,NW,NW,NW,NW,NW,W,W,W,W,W,W,W,NW,NW,NW,NW,NW,NW,AW,NW,NW,NW,NW,A,A,A,ANW,ANW,ANW,ANW,ANW,ANW,ANW,NW,NW,NW,NW,NW,NW
2005-02-13,N,N,N,NW,NW,CNW,CNW,CNW,CW,W,W,W,CNW,NW,NW,NW,NW,NW,NW,NW,NW,NW,NW,N,N,N,N,N,N,N,N,N,N,N,N,NW,NW,NW,NW
2005-02-14,N,N,N,N,N,C,C,C,C,C,C,C,C,C,C,C,C,C,N,N,N,CNW,CNW,NE,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2005-02-15,N,NE,NE,CNE,CNE,C,C,C,C,C,C,C,C,C,C,C,C,C,N,N,NW,CNW,CNW,NE,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2005-02-16,NE,NE,NE,NE,CNE,C,C,C,C,C,C,C,CNE,CNE,CNE,C,C,C,NE,N,C,C,C,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,N,N,N,N
2005-02-17,NE,NE,NE,NE,NE,CNE,C,C,C,C,C,C,CNE,CNE,NE,C,C,CNE,C,N,C,N,C,E,E,E,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE
2005-02-18,NE,NE,NE,NE,NE,NE,CNE,CNE,C,C,C,C,NE,NE,NE,N,N,NE,C,A,C,N,N,C,E,E,E,E,E,E,E,NE,NE,NE,NE,NE,NE,NE,NE
2005-02-19,N,N,N,C,C,C,C,C,C,C,W,W,CNW,CNW,CNW,CNW,CNW,CNW,C,NW,NW,NW,NW,C,C,C,N,N,N,N,N,N,N,N,N,N,N,N,N
2005-02-20,C,C,C,C,C,C,C,C,C,C,CW,CW,C,C,C,C,C,C,C,CNW,NW,NW,NW,N,C,C,N,N,N,N,C,N,C,C,C,C,C,C,CNW
2005-02-21,C,C,C,C,C,C,C,C,C,CSW,CSW,CSW,C,C,C,C,C,C,C,C,C,CW,CW,N,C,C,C,C,C,C,C,C,C,C,C,C,C,C,CNW
2005-02-22,C,C,C,C,C,C,C,C,C,CSW,CW,CW,C,C,C,C,C,C,C,W,W,CW,CW,NW,NW,NW,NW,NW,CNW,CNW,CNW,C,C,C,C,C,CNW,CNW,CNW
